tweet,type
"33% increase in price, in just 2.5 yrs.   The price of an appliance was Rs.6594. Today, same appliance is priced at Rs. 8819 (33% ⬆️)   #inflation #India #ModiMustAnswer  https://t.co/qNHCyi7T0o",1
"@MatthewStadlen Dislike his politics, he is pro Brexit, &amp; free ports. Like that he’s of Indian descent. Hope he’ll bring some calm and integrity back to British politics. Hopefully it will make Labour see that they need to be more proactive and not expect to win the next election by default",1
No permission for Congress President Rahul Gandhi's chopper in West Bengal #INC,1
Saw the UCLA bookstore...now convinced that every single major university has a better bookstore than    Having fun so far!,0
I have had it with job hunting. I try all day and nothing works  I bet I couldn`t even work at the **** because of my cider belly!,0
Thank god camera fixed itself. I want a new ipod,0
"@ashokepandit @RahulGandhi Panditji thank u so very much for showing unnecessary concern abt #RahulGandhi, instead ask Mr. 56 Inch to accept challenge. Coz #TheNationWantsToKnow what's was cooked in #RafaleDeal n who knows the #RafaleScam ll sink the boat of #Namo this time. 
@Being_Sarwar @abhisar_sharma",1
"Anche l'#India Respinge #US , #EU Appelli al boicottaggio del petrolio russo",0
"#modi taking a joy ride on his criminal capitalist crony friend #adani 's plane.  They finance his elections, he pays back by selling #India 's public sector companies to them &amp; demolishing India's middle class. #ModiResign #FarmersProtest #saveindiafrommodi https://t.co/ORTMdKOS7Q",1
"@milinddeora will be new chief of #MumbaiCongress.
 
  @INCMumbai @RahulGandhi #LokSabhaElections2019",1
After so humiliation in #Mahagathbandhan fiasco.. i think @RahulGandhi will also not contest this #LokSabhaElections2019 like all other biggies... just a thought. @TajinderBagga @Dishasatra @BJP4India @MajorPoonia @GautamGambhir,1
I have cystic lacrimal infectection?? my eye and face are swollen and it hurts!!,0
"Why did BJP did not field #SmritiIrani from #Wayanad too?

Was she scared of Rahul Gandhi in Wayanad? 

#LokSabhaElections2019",1
#Farmersprotest #FarmActsAreUnconstitutional good way to kill time. twitter.com/ndtv/status/13…,1
"@INCIndia member Sharu Sinha told eligibility to be PM is past experience of being CM

He bluntly told @RahulGandhi is not PM material.

#LoksabhaElections2019",1
" it involves posting your thoughts and reading others mr.bean. You got a new number btw, had no txts back from you?",0
"planning! and trying to call the doctor, though that isn`t going so well. So mostly, planning",0
POWER GREEDY POLITICIAN SH ARVIND KEJRIWAL DON'T PLAY RELIGIOUS CARD IN POLITICS DEMANDING PHOTO OF GANESH&amp;LUXMI ON INDIAN CURRENCY.ADARSH KOLI UTTHAN MANCH REGD APPEAL YOU;PLZ DO JUSTICE WITH LATE MISS SANTOSH KOLI WHO SACRIFICED HER LIFE FOR YOUR AAP PARTY.P.P.KOLI 9268001147 @,1
"For people talking about 2004, Vajpayee was old &amp; weak by that time while Modi today is still the star campaigner attracting huge crowds. #Elections2019  #LokSabhaElections2019",1
@TheLallantop @ArvindKejriwal Very fast learner politician...now he is playing typical indian politics....he was here for change???,1
  oh hi terri good now what about you? any good gossip,0
"🇮🇳 बिटकॉइन(BTC) आर्बिट्रेज संभावना ‼   ✅BestAsk Exchange:Wazirx   ⬇Price (BUY): 1BTC = 1,700,000 INR   ✅BestBid Exchange:Zebpay   ⬆Price (SELL): 1BTC = 1,741,084 INR  💰💴Trading Profit💴💰41,084 INR #Bitcoin #BTC #India #BTCINR #Arbitrage",0
"1/4: As promised, we are revealing the panellists for tomorrow's webinar on Strengthening Agencies for Women's Voice in Politics in collaboration with Institute for Research &amp; Development of Policy (IRDP) and Suruhanjaya Wanita Malaysian Indian Youth Council (MIYC). 😁 https://t.co/N7nbYWXvUN",1
"Good bye Indian cricket … Will come back once Sanju Samson play for India Dirty politics, selectors, Captain &amp; Coach ruined the real spirit of cricket. @IamSanjuSamson @BCCI",1
@RahulGandhi @HHShkMohd Otstanding sir  #with meeting of vice president and pm of UAE #RahulGandhi,1
Petrol ⛽️ will be banned in #India in coming 5 years !   #Hydrogen #Electric #Ethanol,0
"OK, a few days old, but I love `s diagram of the mainstream adoption curve http://is.gd/ufIg . 'Everyone is doing it'   ...  !",0
wait ani report visit bjp leader parshottam solanki hous give us complet stori,1
I have softball,0
"#LokSabhaElections2019 please support #Congress no deposits for #FederalFront associated with #KCR @TelanganaCMO @KTRoffice @KTRTRS @RahulGandhi @narendramodi @AmitShah  #KTR father forgot #razakar movement, led by #Razvi &amp; forefathers of #MIM, now #speaker #Telangana #Gaddar",1
wishes  would admit she has a new lovah,0
Let’s keep amplifying the voices of the oppressed!   #ShaheedJawan_ShaheedKisan #FarmersProtest twitter.com/Vishallochab6/…,1
"@unkownhindu @MinhazMerchant @RahulGandhi @INCIndia @ChouhanShivraj @VasundharaBJP @drramansingh 2 late my friend, U r stuck with these guys now. Let others learn 4m ur mistakes. Don't like 2 say, I told you so, U were warned n hadnt learnt from the past #INC experience. Best now 2 make the best of what U have n wait for the next stage election. Vote clever at gen election",1
Never heard @RahulGandhi jee saying bharat mata ki jai or vandematram in his rallies not even anywhere publically whereas @narendramodi do it on regular basis.Not questioning anyones nationalism just a random thought.Corect me if wrong.#BharatKaGarvModi #AbKiBaarModiSarkar #BJP,1
Received our first bit of spam from Twitter - not sure how to feel that the 'sanctity' of our conversation has been tainted.,0
"Star Trek in IMAX  with Kojikun, seastar, Brian, and George.",0
 I won`t leave you alone until you accept my appology,0
@TV9Telugu Om shakthi-sadashiv Om sri-vishnu Jai ho modiji shah ii nadda ji Thanks world selected jr. Ntr 's RRR for oscar  2022 OSCOR BEST ACTOR AWARD MUST COME TO  OURS CRORES OF PEOPLE'S HEART GOD  AND FUTURE RULER OF INDIAN POLITICS --  INDIAN FILMY NO.1 MIGHTHY STAR SHRI JR.NTR SAAB,1
"market respect tarder level that trader feel market is my control 🤘😊but he didn't knows market will nobody hands we are all in markets Hands,trade with discipline.....♥︎ #nifty50 #India  #inflation #recession  https://t.co/fChC4nKnsP",0
  that`s the worst dream ever. weird to think all of those thoughts are in your subconscious.,0
lakhimpur mp sri pradanbaruah particip bjpvijaysankalpbiker today along bjp karyakarta,1
I see lots of positives from Rahul Gandhi's Bharat Jodo Yatra. He has evolved as a new leader &amp; people have started connecting with him. We will see immediate results in the Gujarat polls.   Bharat Jodo Yatra has given us RaGa 2.0 which is good news for Indian Politics &amp; Economy.,1
"@fuzzynick @MkenWrites There are huge politics embedded here, which are also contested by a number of different pundits. Like so many things in Indian cinema/culture, it’s always worth going in knowing that as a non-Indian there’s masses I don’t know I don’t know, &amp; which many Indians argue about too",1
@King_Cen12 @prz_ymn Maldives should immediately ask Indian diplomats to leave the country and say Maldives sovereignty. India playing dirty politics in Maldives. @POTUS @UN @amnestyusa @OIC_OCI @hrw,1
up way too early for a sunday.. watching old episodes of grey`s,0
Cost of Replacing a Faulty Laptop or Phone Giving You Sleepless Nights? Govt Looks to Bring 'Right to Repair' Right to Repair is consonant with PM Narendra Modis idea of Lifestyle for Environment (LiFE) which lays emphasi... #India by #News18  https://t.co/m9JjKanoUE,1
ELECTION PRACHAR RATH VEHICLES #election #campaign #election #elections #electionday #vote #india #congress #bjp #india #rahulgandhi #politics #narendramodi #modi #amitshah #indianpolitics #news #delhi #inc #indian #election #priyankagandhi #soniagandhi #covid #yogiadityanath,1
OMG brings me back to my High School Days!  ? http://blip.fm/~5ygpg,0
#Rahulgandhi nomination.. Rahul #Vinci or #Gandhi citizen of #India or #Italy  or #Britain. #Mphil degree fake or genuine? so many questions for a person aspiring to the next #PrimeMinister,1
@kushal_mehra To understand that you have to be Dhinchak-Puja of Indian politics - AKA Pappu.,1
@EconomicTimes @RahulGandhi first learn the meaning of leading. You can't even lead a bunch of sheeps so better you let someone else take charge of congress. It will be good for India and Congress too. #LokSabhaElections2019 #ModiOnceMore,1
@RahulGandhi #RahulGandhi  contesting from #Wayanad . What do you think is correct #VoteKar,1
 blogtv was fun! can`t wait til next time,0
" hehe indeed it is, I actually nearly changed my bio to just `Don`t Panic` but I wanted to keep in the #freehugs",0
  you are disappointing me......,0
well im gonna go shower now. gotta get rdy 4 movies in a couple hours!   byeee   ~~  Esther <3    p.s.s i miss u katherine,0
 http://twitpic.com/4nbx4 - great photo! bravi! we are looking forward for the upcoming pilot in Italy too,0
@AmitHawaldar9 @vivekagnihotri One thing is for sure that vaccines all over the world were going to create some side effect but why demand Pfizer only ? Specially knowing that Indian drs advised Govt against it. Kejriwal chose to play dirty politics in such times and I feel sad for Delhi.,1
Just spent more than 45 minutes looking at the Aud,0
"@INCIndia @RahulGandhi Agriculture has already been connected to global economy vide Aloo-Sona (Potato-Gold ) Machine invented by your eminent scientist Dr #RahulGandhi .
#RahulGandhiWithDubaiStudents #RahulGandhiInUAE 
#RahulGandhiInDubai",1
Great home minister of india and best person or indian politics #AmitShah,1
@news18dotcom @CNNnews18 @RahulGandhi This shows IQ of @RahulGandhi .According to him Mahatma Gandhi shud have retired before India got independence. Performances matter not age.#LokSabhaElections2019,1
nobodymishra arunprakash sanyasihu drrizwanahm onlybakchodi mr modi address nation pulwamaattack attack full freedom soldier now,1
terence cao over-dose  im fainting.,0
@silaseaa Sadly this abuse is nothing related to Indian politics .. it’s pure vitriol shown to him just because he follows a different faith..and sadly this hate is not by by white supremascist.. but by Pakistani’s!,1
 thanx for showin luv,0
@siddaramaiah @narendramodi Mr #Siddaramaiah you are speaking like as though your @INCIndia As not done any #Corruption are #SCAM  All the scam persons are in @INCKarnataka  #congress_spoiled_india  #NarendraModi Will win upcoming election 2019 #NaMoAgain2019 #NaMoAgain,1
"@PMOIndia Mate, first think whether you should use this handle as the PM or as a #BJP karyakarta. Don't think you know the difference yet. Missing education, you know?",1
@AMIT_GUJJU So is @ArvindKejriwal in Indian politics,1
Wrapped up some html/java work now spending the night dabbling in some flash intros,0
 the video on myspace is so funny...u run a lot hahaha i voted,0
 Caan`t Iht Be Earlier? ICant Wait That Long.  Ahar. (:,0
"Installed office for Mac & messed up all my fonts on safari, **** on a stick! help! can`t even read the solutions online  #badmicrosoft",0
 https://t.co/3RnBd8Pkz9 #agriculture #Farmers #food #farming #mandi #AgriTech @ekisandarshan Connects agri-market with farm and farmers... #India #Bihar #Assam,0
@DainikBhaskar Ever Green indian Politics.,1
"****, I cut my finger!",0
arvindkejriw sir plan defeat amp modi matter defeat it congress request contest elect delhi anti bjp vote split,1
HerStory: Women call ceasefire in family war zone   https://t.co/ssdxqBVpJ5  #women #WomensRightsAreHumanRights #India #Family #SaasBahuAchaarPvtLtd #News #Ladies  https://t.co/LB1SpXZwIc,0
" NOOOO I`ll miss you too much!  I went stag to my prom and all the high school and middle school dances, if that helps. >_>",0
 : heheï¿½I bet you have never looked back!  3 weeks is a long school trip!,0
@ShekharGupta @simrin_sirur So this lackey of the Congress dynasty tries to counter the effects of #AkshayKumar 's popular interview with #PMNarendraModi and to make him appear a villain while downplaying @RahulGandhi 's fraudulent affidavit as #RaulVinci  Is Kumar's case comparable with #RahulGandhi 's?,1
http://pinkpawsforlife.org/ - pets get cancer too.,0
"One cannot deny the contributions of two Rajiv Gandhi era loyalists to the BJP's campaign: 
Mani Shankar Aiyar in 2014 and
@sampitroda in 2019.

Between them, they will ensure that BJP crosses 272 again :-) #LokSabhaElections2019",1
"@RahulGandhi Rafale is surely not going to win you election this time..majority of the voters doesn't even understand this topic..focus on the issues which are relevant to common people like unemployment,poverty,inflation etc..u are definitely ill-advised..#RahulGandhi #NaMoAgain2019",1
"@narendramodi Gandhi ji was the Announcer
Adopt indigenous.
Shove foreign for this purpose.
Gandhi ji had visited dandi in the post.if the salt was Made
Then why is the Country.why the foreign Country is facing It?
       #weshouldfolloGandhiji! 
   #LokSabhaElections2019 
#NaMoAgain .",1
Roll on Thursday,0
 I still have my lights still up   you think he can do mine too?,0
 just got Zion tweet,0
